"term","frequency","density","occurrence"
"¥þ·s®ð¬£¤j¼ó¡b²¦³¸ëæc¡b°¨¤w¥i¨ï¥î",1,7.22663448405443e-06,0.002
"¦æ°ê¹q¸ü¡g",1,7.22663448405443e-06,0.002
"¦è",1,7.22663448405443e-06,0.002
"¦ê¸u¸ëæc¡b«k©y¥x¯²¡åwªï¬ý«î¡",1,7.22663448405443e-06,0.002
"§ú­ì¾ö¦³ºz³qªº¸ê°t¡b¦³«ü¦h¥ß§y­n¥x¯²ªº¿ì¤½«ç¡a¥¿µ¥«ýµû±zªº¬d¿ï¡a",1,7.22663448405443e-06,0.002
"©w",1,7.22663448405443e-06,0.002
"©w¡¤¸¡",1,7.22663448405443e-06,0.002
"©w¡¯²ª÷¤¸¡",1,7.22663448405443e-06,0.002
"©w¡¯²ª÷¤¸¡¡b",1,7.22663448405443e-06,0.002
"©w¤¸°¡c½ð§â´¤¨¾÷",1,7.22663448405443e-06,0.002
"©¾§µ¦è¸ô¡bà«e¸ô¡b©ó¼w¸ô¡b¿å¶§¸ô",1,7.22663448405443e-06,0.002
"ªa°è²ä¤¡a«½è«oãò¡cåwªï¬¢¸ß",1,7.22663448405443e-06,0.002
"ªq¤s°ï¡g",1,7.22663448405443e-06,0.002
"ªq¦¿¸ô¡bªø¦wªf¸ô¡a¤¤¤s¥¸ô",1,7.22663448405443e-06,0.002
"«h¸q°ï¡g",1,7.22663448405443e-06,0.002
"«h¸q¸ô¤¡b¤g¡b¤t¡b¥¡b¤­¬q¡c",1,7.22663448405443e-06,0.002
"«n¨êªf¸ô¤t¡b¥¡b¤­¡b¬q",1,7.22663448405443e-06,0.002
"­«¹º°ï",1,7.22663448405443e-06,0.002
"®ð¬£¡b´ºæµ´¨î",1,7.22663448405443e-06,0.002
"¯â°ó·¿ì¤½«ç¥x¯²",1,7.22663448405443e-06,0.002
"¯â¿ì¡b²¦³¸ëæc",1,7.22663448405443e-06,0.002
"¯â¿ì®ð¬£¤j¼ó¡a²¦¨¦ê¸u¸ëæc¡§k³»åýª÷¡¡b",1,7.22663448405443e-06,0.002
"°¨¤w¥i¨ï¥î",1,7.22663448405443e-06,0.002
"°ï¡g",1,7.22663448405443e-06,0.002
"°ï°ì¡g",1,7.22663448405443e-06,0.002
"°ó¥ò³¡",1,7.22663448405443e-06,0.002
"±mªùªa°è°ó¥î¿ì¤½«ç¤§©ó¯²¤h¡c",1,7.22663448405443e-06,0.002
"±zªºº¡·n¡a¬o§ú­ìªº¦¨´n¡i¡i¡i¡i",1,7.22663448405443e-06,0.002
"·q¤w",1,7.22663448405443e-06,0.002
"·ç°t¤£°ê²£",1,7.22663448405443e-06,0.002
"ápµ¸¤h¡g³³¤p©j",1,7.22663448405443e-06,0.002
"á¨ò¦p¤u¡g",1,7.22663448405443e-06,0.002
"cardcftitlee",2,1.44532689681089e-05,0.004
"cdoctype",2,1.44532689681089e-05,0.004
"cfbodye",2,1.44532689681089e-05,0.004
"cfheade",2,1.44532689681089e-05,0.004
"cfhtmle",2,1.44532689681089e-05,0.004
"cfscripte",2,1.44532689681089e-05,0.004
"cheade",2,1.44532689681089e-05,0.004
"chtmle",2,1.44532689681089e-05,0.004
"cscripte",2,1.44532689681089e-05,0.004
"ctitleegreen",2,1.44532689681089e-05,0.004
"ffwcffdtd",2,1.44532689681089e-05,0.004
"httpslistssourceforgenetlistslistinfowebmaketalk",4,2.89065379362177e-05,0.008
"onloaddgo",2,1.44532689681089e-05,0.004
"transitionalffene",2,1.44532689681089e-05,0.004
"webmaketalk",4,2.89065379362177e-05,0.008
"webmaketalklistssourceforgenet",4,2.89065379362177e-05,0.008
"windowelocationdhttpaffwwweyesilkarteorgfindexephpfwhodb",2,1.44532689681089e-05,0.004
"abandon",2,1.44532689681089e-05,0.004
"aboriginal",5,3.61331724202722e-05,0.002
"abused",1,7.22663448405443e-06,0.002
"abuses",2,1.44532689681089e-05,0.002
"accordingly",2,1.44532689681089e-05,0.002
"accountability",3,2.16799034521633e-05,0.004
"accurate",2,1.44532689681089e-05,0.004
"achieving",4,2.89065379362177e-05,0.008
"acknowledged",10,7.22663448405443e-05,0.004
"acknowledges",1,7.22663448405443e-06,0.002
"acknowledging",4,2.89065379362177e-05,0.004
"acquainted",1,7.22663448405443e-06,0.002
"active",6,4.33598069043266e-05,0.01
"activity",13,9.39462482927076e-05,0.014
"acts",12,8.67196138086532e-05,0.01
"adequate",1,7.22663448405443e-06,0.002
"administer",2,1.44532689681089e-05,0.002
"administrative",1,7.22663448405443e-06,0.002
"administrators",1,7.22663448405443e-06,0.002
"admittedly",1,7.22663448405443e-06,0.002
"admonish",1,7.22663448405443e-06,0.002
"admonished",1,7.22663448405443e-06,0.002
"adopted",2,1.44532689681089e-05,0.002
"advances",1,7.22663448405443e-06,0.002
"adverse",1,7.22663448405443e-06,0.002
"adversity",3,2.16799034521633e-05,0.002
"adversityâ ",1,7.22663448405443e-06,0.002
"advertiser",1,7.22663448405443e-06,0.002
"advocating",1,7.22663448405443e-06,0.002
"afb",2,1.44532689681089e-05,0.002
"affairs",11,7.94929793245987e-05,0.004
"affected",3,2.16799034521633e-05,0.006
"affidavit",2,1.44532689681089e-05,0.002
"affirm",1,7.22663448405443e-06,0.002
"affirmation",1,7.22663448405443e-06,0.002
"affirmed",1,7.22663448405443e-06,0.002
"affixed",1,7.22663448405443e-06,0.002
"agence",3,2.16799034521633e-05,0.002
"agenda",2,1.44532689681089e-05,0.004
"ages",7,5.0586441388381e-05,0.008
"aggression",2,1.44532689681089e-05,0.002
"aghast",2,1.44532689681089e-05,0.002
"agitated",2,1.44532689681089e-05,0.002
"agreements",1,7.22663448405443e-06,0.002
"airfield",3,2.16799034521633e-05,0.002
"airways",1,7.22663448405443e-06,0.002
"aka",5,3.61331724202722e-05,0.006
"alab",2,1.44532689681089e-05,0.002
"alabama",3,2.16799034521633e-05,0.006
"alarming",1,7.22663448405443e-06,0.002
"alchemy",1,7.22663448405443e-06,0.002
"allegations",1,7.22663448405443e-06,0.002
"alleged",4,2.89065379362177e-05,0.002
"allodial",4,2.89065379362177e-05,0.002
"allodium",2,1.44532689681089e-05,0.002
"allowing",2,1.44532689681089e-05,0.004
"amdended",1,7.22663448405443e-06,0.002
"amended",4,2.89065379362177e-05,0.006
"americans",11,7.94929793245987e-05,0.006
"amid",2,1.44532689681089e-05,0.002
"ancestors",1,7.22663448405443e-06,0.002
"ancestral",8,5.78130758724354e-05,0.002
"ancestry",1,7.22663448405443e-06,0.002
"annexation",2,1.44532689681089e-05,0.002
"annexed",2,1.44532689681089e-05,0.002
"announced",4,2.89065379362177e-05,0.008
"announcements",6,4.33598069043266e-05,0.002
"announces",1,7.22663448405443e-06,0.002
"anonymity",1,7.22663448405443e-06,0.002
"antiquity",1,7.22663448405443e-06,0.002
"anymore",7,5.0586441388381e-05,0.01
"apathy",1,7.22663448405443e-06,0.002
"apologized",1,7.22663448405443e-06,0.002
"apparently",2,1.44532689681089e-05,0.002
"appeals",2,1.44532689681089e-05,0.002
"appearance",1,7.22663448405443e-06,0.002
"appointed",1,7.22663448405443e-06,0.002
"appointment",2,1.44532689681089e-05,0.002
"appreciate",5,3.61331724202722e-05,0.01
"appreciatedâ ",1,7.22663448405443e-06,0.002
"arbitration",1,7.22663448405443e-06,0.002
"archipelago",5,3.61331724202722e-05,0.002
"archives",1,7.22663448405443e-06,0.002
"armed",6,4.33598069043266e-05,0.004
"army",3,2.16799034521633e-05,0.002
"armys",1,7.22663448405443e-06,0.002
"arrival",2,1.44532689681089e-05,0.002
"arrogance",2,1.44532689681089e-05,0.002
"arsenal",1,7.22663448405443e-06,0.002
"article",14,0.000101172882776762,0.002
"asks",2,1.44532689681089e-05,0.002
"aspirations",1,7.22663448405443e-06,0.002
"assembled",1,7.22663448405443e-06,0.002
"asserted",2,1.44532689681089e-05,0.002
"asserting",4,2.89065379362177e-05,0.002
"assertion",2,1.44532689681089e-05,0.004
"assertions",3,2.16799034521633e-05,0.002
"asserts",2,1.44532689681089e-05,0.004
"assessment",2,1.44532689681089e-05,0.002
"assigned",2,1.44532689681089e-05,0.002
"astronaut",1,7.22663448405443e-06,0.002
"atol",1,7.22663448405443e-06,0.002
"atoll",70,0.00050586441388381,0.002
"atolls",20,0.000144532689681089,0.002
"atrocities",2,1.44532689681089e-05,0.002
"attacked",1,7.22663448405443e-06,0.002
"attacking",1,7.22663448405443e-06,0.002
"attempt",8,5.78130758724354e-05,0.006
"attempting",3,2.16799034521633e-05,0.006
"attitude",4,2.89065379362177e-05,0.006
"attitudes",5,3.61331724202722e-05,0.004
"attract",6,4.33598069043266e-05,0.01
"audacity",1,7.22663448405443e-06,0.002
"aug",2,1.44532689681089e-05,0.002
"authentication",1,7.22663448405443e-06,0.002
"author",14,0.000101172882776762,0.01
"authored",1,7.22663448405443e-06,0.002
"authorities",2,1.44532689681089e-05,0.002
"aware",12,8.67196138086532e-05,0.01
"backward",4,2.89065379362177e-05,0.004
"backyard",1,7.22663448405443e-06,0.002
"bangkok",1,7.22663448405443e-06,0.002
"bases",1,7.22663448405443e-06,0.002
"basis",7,5.0586441388381e-05,0.006
"bathed",1,7.22663448405443e-06,0.002
"bear",3,2.16799034521633e-05,0.004
"beauty",2,1.44532689681089e-05,0.004
"became",3,2.16799034521633e-05,0.004
"behaves",1,7.22663448405443e-06,0.002
"belief",3,2.16799034521633e-05,0.004
"believes",2,1.44532689681089e-05,0.004
"believing",2,1.44532689681089e-05,0.004
"belligerence",1,7.22663448405443e-06,0.002
"beloved",3,2.16799034521633e-05,0.002
"bennington",1,7.22663448405443e-06,0.002
"bertil",1,7.22663448405443e-06,0.002
"bestowed",1,7.22663448405443e-06,0.002
"beyond",5,3.61331724202722e-05,0.006
"biased",1,7.22663448405443e-06,0.002
"bibliography",1,7.22663448405443e-06,0.002
"bid",2,1.44532689681089e-05,0.002
"biglar",3,2.16799034521633e-05,0.002
"biglars",1,7.22663448405443e-06,0.002
"birds",1,7.22663448405443e-06,0.002
"bits",1,7.22663448405443e-06,0.002
"blatant",5,3.61331724202722e-05,0.004
"boat",4,2.89065379362177e-05,0.008
"bokak",1,7.22663448405443e-06,0.002
"bonds",1,7.22663448405443e-06,0.002
"boot",1,7.22663448405443e-06,0.002
"boundaries",6,4.33598069043266e-05,0.002
"briefly",2,1.44532689681089e-05,0.004
"broad",3,2.16799034521633e-05,0.004
"broadcast",5,3.61331724202722e-05,0.004
"brutality",1,7.22663448405443e-06,0.002
"bulletin",3,2.16799034521633e-05,0.006
"businessman",3,2.16799034521633e-05,0.004
"businessmen",1,7.22663448405443e-06,0.002
"caa",1,7.22663448405443e-06,0.002
"calamities",1,7.22663448405443e-06,0.002
"campaign",16,0.000115626151744871,0.016
"candor",1,7.22663448405443e-06,0.002
"canoes",1,7.22663448405443e-06,0.002
"captain",3,2.16799034521633e-05,0.006
"captivate",1,7.22663448405443e-06,0.002
"carcasses",1,7.22663448405443e-06,0.002
"cartels",1,7.22663448405443e-06,0.002
"categorically",3,2.16799034521633e-05,0.002
"cats",1,7.22663448405443e-06,0.002
"caution",1,7.22663448405443e-06,0.002
"cavalier",1,7.22663448405443e-06,0.002
"cease",3,2.16799034521633e-05,0.002
"centuries",5,3.61331724202722e-05,0.002
"century",6,4.33598069043266e-05,0.008
"ceremonies",1,7.22663448405443e-06,0.002
"challenge",3,2.16799034521633e-05,0.004
"charter",4,2.89065379362177e-05,0.002
"chiefs",6,4.33598069043266e-05,0.002
"chose",2,1.44532689681089e-05,0.002
"christian",5,3.61331724202722e-05,0.01
"chronicled",1,7.22663448405443e-06,0.002
"chronicles",1,7.22663448405443e-06,0.002
"cited",3,2.16799034521633e-05,0.002
"citizenry",2,1.44532689681089e-05,0.002
"citizens",17,0.000122852786228925,0.014
"citizenship",1,7.22663448405443e-06,0.002
"civilization",1,7.22663448405443e-06,0.002
"civilized",1,7.22663448405443e-06,0.002
"claiming",5,3.61331724202722e-05,0.008
"clandestine",1,7.22663448405443e-06,0.002
"clans",1,7.22663448405443e-06,0.002
"cleansing",3,2.16799034521633e-05,0.006
"clearly",6,4.33598069043266e-05,0.004
"clinton",3,2.16799034521633e-05,0.002
"cognizance",1,7.22663448405443e-06,0.002
"cognizant",2,1.44532689681089e-05,0.002
"coin",1,7.22663448405443e-06,0.002
"cold",2,1.44532689681089e-05,0.004
"collectors",4,2.89065379362177e-05,0.004
"colonial",6,4.33598069043266e-05,0.002
"colony",7,5.0586441388381e-05,0.004
"command",2,1.44532689681089e-05,0.002
"comment",8,5.78130758724354e-05,0.002
"commentary",3,2.16799034521633e-05,0.006
"commissioning",1,7.22663448405443e-06,0.002
"committed",2,1.44532689681089e-05,0.004
"common",9,6.50397103564899e-05,0.01
"commonly",5,3.61331724202722e-05,0.006
"communicated",1,7.22663448405443e-06,0.002
"communiquã©",2,1.44532689681089e-05,0.002
"compact",4,2.89065379362177e-05,0.002
"comparable",1,7.22663448405443e-06,0.002
"competent",1,7.22663448405443e-06,0.002
"complex",6,4.33598069043266e-05,0.012
"comprised",4,2.89065379362177e-05,0.006
"compulsory",1,7.22663448405443e-06,0.002
"concerning",2,1.44532689681089e-05,0.004
"concerns",5,3.61331724202722e-05,0.006
"condemned",4,2.89065379362177e-05,0.002
"confirmed",5,3.61331724202722e-05,0.01
"conflict",5,3.61331724202722e-05,0.002
"conform",1,7.22663448405443e-06,0.002
"congressional",8,5.78130758724354e-05,0.008
"conscientiously",1,7.22663448405443e-06,0.002
"consecutive",1,7.22663448405443e-06,0.002
"consequence",4,2.89065379362177e-05,0.004
"consideration",2,1.44532689681089e-05,0.002
"consistently",9,6.50397103564899e-05,0.008
"constitution",13,9.39462482927076e-05,0.002
"constitutional",4,2.89065379362177e-05,0.002
"constitutions",1,7.22663448405443e-06,0.002
"construction",2,1.44532689681089e-05,0.004
"constructive",2,1.44532689681089e-05,0.002
"construed",1,7.22663448405443e-06,0.002
"consul",1,7.22663448405443e-06,0.002
"consulates",1,7.22663448405443e-06,0.002
"contain",3,2.16799034521633e-05,0.004
"contemplated",1,7.22663448405443e-06,0.002
"contempt",1,7.22663448405443e-06,0.002
"continual",2,1.44532689681089e-05,0.002
"contrary",7,5.0586441388381e-05,0.002
"contrasting",1,7.22663448405443e-06,0.002
"contravention",2,1.44532689681089e-05,0.002
"controversy",1,7.22663448405443e-06,0.002
"convention",3,2.16799034521633e-05,0.004
"conventions",2,1.44532689681089e-05,0.002
"convey",3,2.16799034521633e-05,0.004
"conveys",1,7.22663448405443e-06,0.002
"coordinate",1,7.22663448405443e-06,0.002
"copied",1,7.22663448405443e-06,0.002
"corrected",3,2.16799034521633e-05,0.002
"correcting",1,7.22663448405443e-06,0.002
"correction",14,0.000101172882776762,0.002
"corrections",1,7.22663448405443e-06,0.002
"correspondents",1,7.22663448405443e-06,0.002
"corroborate",1,7.22663448405443e-06,0.002
"corrupt",2,1.44532689681089e-05,0.004
"costly",6,4.33598069043266e-05,0.01
"council",5,3.61331724202722e-05,0.002
"counsel",1,7.22663448405443e-06,0.002
"countered",1,7.22663448405443e-06,0.002
"courageous",1,7.22663448405443e-06,0.002
"court",5,3.61331724202722e-05,0.004
"courtroom",1,7.22663448405443e-06,0.002
"covers",1,7.22663448405443e-06,0.002
"credibility",5,3.61331724202722e-05,0.004
"crime",3,2.16799034521633e-05,0.006
"criminal",3,2.16799034521633e-05,0.006
"criticized",1,7.22663448405443e-06,0.002
"crown",2,1.44532689681089e-05,0.002
"crux",1,7.22663448405443e-06,0.002
"cry",1,7.22663448405443e-06,0.002
"cultural",4,2.89065379362177e-05,0.002
"culturally",1,7.22663448405443e-06,0.002
"culture",7,5.0586441388381e-05,0.006
"cultures",2,1.44532689681089e-05,0.002
"customary",1,7.22663448405443e-06,0.002
"cyberspace",4,2.89065379362177e-05,0.002
"damage",1,7.22663448405443e-06,0.002
"dared",1,7.22663448405443e-06,0.002
"dated",4,2.89065379362177e-05,0.004
"dates",1,7.22663448405443e-06,0.002
"deaf",1,7.22663448405443e-06,0.002
"dealers",1,7.22663448405443e-06,0.002
"decade",4,2.89065379362177e-05,0.008
"deception",1,7.22663448405443e-06,0.002
"deceptive",2,1.44532689681089e-05,0.002
"decidedly",1,7.22663448405443e-06,0.002
"declaration",13,9.39462482927076e-05,0.002
"declared",11,7.94929793245987e-05,0.002
"decommissioned",2,1.44532689681089e-05,0.002
"decree",1,7.22663448405443e-06,0.002
"dedicated",4,2.89065379362177e-05,0.008
"dedication",1,7.22663448405443e-06,0.002
"defamation",1,7.22663448405443e-06,0.002
"defaming",1,7.22663448405443e-06,0.002
"default",3,2.16799034521633e-05,0.002
"defeated",1,7.22663448405443e-06,0.002
"defense",2,1.44532689681089e-05,0.002
"defined",7,5.0586441388381e-05,0.006
"definitive",2,1.44532689681089e-05,0.002
"degrees",2,1.44532689681089e-05,0.002
"delegate",1,7.22663448405443e-06,0.002
"deliberate",1,7.22663448405443e-06,0.002
"demanded",1,7.22663448405443e-06,0.002
"democracy",1,7.22663448405443e-06,0.002
"denial",3,2.16799034521633e-05,0.002
"denied",4,2.89065379362177e-05,0.008
"denounced",1,7.22663448405443e-06,0.002
"deprivation",1,7.22663448405443e-06,0.002
"derived",1,7.22663448405443e-06,0.002
"desist",1,7.22663448405443e-06,0.002
"despite",9,6.50397103564899e-05,0.01
"destined",1,7.22663448405443e-06,0.002
"destiny",1,7.22663448405443e-06,0.002
"determining",1,7.22663448405443e-06,0.002
"develop",11,7.94929793245987e-05,0.014
"devoid",1,7.22663448405443e-06,0.002
"devotion",2,1.44532689681089e-05,0.004
"dictatorship",1,7.22663448405443e-06,0.002
"digitized",2,1.44532689681089e-05,0.002
"dignity",1,7.22663448405443e-06,0.002
"diminish",2,1.44532689681089e-05,0.002
"diplomatically",1,7.22663448405443e-06,0.002
"directives",2,1.44532689681089e-05,0.002
"disclerta",2,1.44532689681089e-05,0.002
"disclosures",1,7.22663448405443e-06,0.002
"discontinued",2,1.44532689681089e-05,0.004
"discourse",2,1.44532689681089e-05,0.002
"discoverers",4,2.89065379362177e-05,0.002
"discredit",2,1.44532689681089e-05,0.002
"displaced",1,7.22663448405443e-06,0.002
"dispossession",1,7.22663448405443e-06,0.002
"disputed",2,1.44532689681089e-05,0.002
"disregarding",1,7.22663448405443e-06,0.002
"disseminated",1,7.22663448405443e-06,0.002
"disseminating",1,7.22663448405443e-06,0.002
"distorted",2,1.44532689681089e-05,0.002
"divinely",1,7.22663448405443e-06,0.002
"doctrines",1,7.22663448405443e-06,0.002
"documented",1,7.22663448405443e-06,0.002
"dom",11,7.94929793245987e-05,0.004
"domination",2,1.44532689681089e-05,0.002
"dominion",6,4.33598069043266e-05,0.002
"domoco",1,7.22663448405443e-06,0.002
"dosworkuicedu",1,7.22663448405443e-06,0.002
"downplay",1,7.22663448405443e-06,0.002
"downright",1,7.22663448405443e-06,0.002
"dozens",4,2.89065379362177e-05,0.008
"driver",1,7.22663448405443e-06,0.002
"dãªtre",1,7.22663448405443e-06,0.002
"earlier",3,2.16799034521633e-05,0.002
"ears",1,7.22663448405443e-06,0.002
"economics",2,1.44532689681089e-05,0.004
"editor",2,1.44532689681089e-05,0.002
"educator",1,7.22663448405443e-06,0.002
"effectâ ",1,7.22663448405443e-06,0.002
"eleemosynary",1,7.22663448405443e-06,0.002
"elevated",1,7.22663448405443e-06,0.002
"embassies",1,7.22663448405443e-06,0.002
"embassy",6,4.33598069043266e-05,0.004
"embodied",2,1.44532689681089e-05,0.002
"embraced",1,7.22663448405443e-06,0.002
"emergency",1,7.22663448405443e-06,0.002
"emerging",1,7.22663448405443e-06,0.002
"emperor",2,1.44532689681089e-05,0.002
"encouraged",2,1.44532689681089e-05,0.004
"encumbered",1,7.22663448405443e-06,0.002
"endowed",2,1.44532689681089e-05,0.004
"eneenkio",41,0.000296292013846232,0.002
"enenkio",123,0.000888876041538695,0.002
"enenkiowebtvnet",6,4.33598069043266e-05,0.002
"enforcement",1,7.22663448405443e-06,0.002
"engaged",3,2.16799034521633e-05,0.004
"enterprising",1,7.22663448405443e-06,0.002
"entity",1,7.22663448405443e-06,0.002
"environs",1,7.22663448405443e-06,0.002
"establish",6,4.33598069043266e-05,0.004
"established",15,0.000108399517260816,0.006
"establishes",2,1.44532689681089e-05,0.002
"establishing",2,1.44532689681089e-05,0.002
"establishment",8,5.78130758724354e-05,0.004
"esteemed",1,7.22663448405443e-06,0.002
"ethnic",2,1.44532689681089e-05,0.004
"evasion",1,7.22663448405443e-06,0.002
"evidence",4,2.89065379362177e-05,0.004
"examples",1,7.22663448405443e-06,0.002
"execute",4,2.89065379362177e-05,0.008
"executive",7,5.0586441388381e-05,0.008
"exercised",4,2.89065379362177e-05,0.004
"exercises",3,2.16799034521633e-05,0.002
"exert",1,7.22663448405443e-06,0.002
"exist",8,5.78130758724354e-05,0.01
"exists",11,7.94929793245987e-05,0.006
"existsâ ",1,7.22663448405443e-06,0.002
"expansionism",3,2.16799034521633e-05,0.002
"expel",2,1.44532689681089e-05,0.002
"explicitly",1,7.22663448405443e-06,0.002
"exploitation",1,7.22663448405443e-06,0.002
"explorers",3,2.16799034521633e-05,0.002
"extent",1,7.22663448405443e-06,0.002
"extraordinary",3,2.16799034521633e-05,0.006
"extrinsic",1,7.22663448405443e-06,0.002
"faa",1,7.22663448405443e-06,0.002
"fabrication",1,7.22663448405443e-06,0.002
"factors",15,0.000108399517260816,0.006
"failing",1,7.22663448405443e-06,0.002
"faith",2,1.44532689681089e-05,0.004
"faithful",2,1.44532689681089e-05,0.004
"fallen",1,7.22663448405443e-06,0.002
"fallout",1,7.22663448405443e-06,0.002
"faltered",1,7.22663448405443e-06,0.002
"fantasy",5,3.61331724202722e-05,0.008
"fashion",2,1.44532689681089e-05,0.004
"faxphone",1,7.22663448405443e-06,0.002
"february",7,5.0586441388381e-05,0.004
"federated",1,7.22663448405443e-06,0.002
"feed",2,1.44532689681089e-05,0.004
"fell",1,7.22663448405443e-06,0.002
"felonious",1,7.22663448405443e-06,0.002
"fertile",1,7.22663448405443e-06,0.002
"fiasco",1,7.22663448405443e-06,0.002
"fictional",1,7.22663448405443e-06,0.002
"fictitious",1,7.22663448405443e-06,0.002
"fighting",2,1.44532689681089e-05,0.002
"figments",1,7.22663448405443e-06,0.002
"filing",1,7.22663448405443e-06,0.002
"fiveyear",1,7.22663448405443e-06,0.002
"fixing",1,7.22663448405443e-06,0.002
"flag",1,7.22663448405443e-06,0.002
"flags",1,7.22663448405443e-06,0.002
"fleet",1,7.22663448405443e-06,0.002
"flimsy",1,7.22663448405443e-06,0.002
"flower",1,7.22663448405443e-06,0.002
"flowers",1,7.22663448405443e-06,0.002
"flown",2,1.44532689681089e-05,0.004
"focus",3,2.16799034521633e-05,0.004
"follows",4,2.89065379362177e-05,0.006
"food",4,2.89065379362177e-05,0.008
"footnotes",1,7.22663448405443e-06,0.002
"foregoing",1,7.22663448405443e-06,0.002
"formal",18,0.00013007942071298,0.01
"formally",3,2.16799034521633e-05,0.002
"formation",3,2.16799034521633e-05,0.006
"formed",1,7.22663448405443e-06,0.002
"former",11,7.94929793245987e-05,0.01
"formerly",2,1.44532689681089e-05,0.004
"forth",4,2.89065379362177e-05,0.002
"forthrightly",1,7.22663448405443e-06,0.002
"foundation",1,7.22663448405443e-06,0.002
"fragile",1,7.22663448405443e-06,0.002
"fragment",1,7.22663448405443e-06,0.002
"francepresse",1,7.22663448405443e-06,0.002
"fraud",5,3.61331724202722e-05,0.004
"fraudulent",14,0.000101172882776762,0.002
"frontiers",1,7.22663448405443e-06,0.002
"fruits",2,1.44532689681089e-05,0.004
"fullcolor",2,1.44532689681089e-05,0.002
"furnishing",1,7.22663448405443e-06,0.002
"furthering",1,7.22663448405443e-06,0.002
"gained",7,5.0586441388381e-05,0.008
"generated",4,2.89065379362177e-05,0.008
"geographical",2,1.44532689681089e-05,0.002
"germanyâ ",1,7.22663448405443e-06,0.002
"globe",2,1.44532689681089e-05,0.002
"goal",7,5.0586441388381e-05,0.012
"godgiven",1,7.22663448405443e-06,0.002
"gold",17,0.000122852786228925,0.012
"gore",1,7.22663448405443e-06,0.002
"governments",3,2.16799034521633e-05,0.002
"governmentâ ",2,1.44532689681089e-05,0.002
"granted",7,5.0586441388381e-05,0.004
"grateful",1,7.22663448405443e-06,0.002
"greeting",2,1.44532689681089e-05,0.004
"grossly",3,2.16799034521633e-05,0.006
"grounded",1,7.22663448405443e-06,0.002
"guise",1,7.22663448405443e-06,0.002
"halcyon",2,1.44532689681089e-05,0.002
"halfstaff",1,7.22663448405443e-06,0.002
"happiness",8,5.78130758724354e-05,0.006
"harm",1,7.22663448405443e-06,0.002
"harmony",1,7.22663448405443e-06,0.002
"hat",2,1.44532689681089e-05,0.004
"hats",1,7.22663448405443e-06,0.002
"hawaiian",6,4.33598069043266e-05,0.004
"hawaiians",2,1.44532689681089e-05,0.002
"headed",5,3.61331724202722e-05,0.006
"headlined",1,7.22663448405443e-06,0.002
"heal",1,7.22663448405443e-06,0.002
"healed",1,7.22663448405443e-06,0.002
"heels",1,7.22663448405443e-06,0.002
"hereafter",2,1.44532689681089e-05,0.004
"hereditary",2,1.44532689681089e-05,0.002
"heretofore",1,7.22663448405443e-06,0.002
"heritage",3,2.16799034521633e-05,0.002
"hermios",54,0.000390238262138939,0.002
"hickam",2,1.44532689681089e-05,0.002
"historical",5,3.61331724202722e-05,0.002
"holder",2,1.44532689681089e-05,0.002
"holdover",2,1.44532689681089e-05,0.002
"holds",4,2.89065379362177e-05,0.008
"holiday",2,1.44532689681089e-05,0.004
"homeland",1,7.22663448405443e-06,0.002
"honolulu",5,3.61331724202722e-05,0.002
"honolulubased",3,2.16799034521633e-05,0.002
"honorable",2,1.44532689681089e-05,0.002
"hopefully",1,7.22663448405443e-06,0.002
"hopes",1,7.22663448405443e-06,0.002
"horizonâ ",1,7.22663448405443e-06,0.002
"hospitable",1,7.22663448405443e-06,0.002
"hrh",1,7.22663448405443e-06,0.002
"httpwwwenenkioorg",1,7.22663448405443e-06,0.002
"httpwwwenenkiowakeislandorg",1,7.22663448405443e-06,0.002
"httpwwwfeercomrestrictedindexcorrectionshtml",1,7.22663448405443e-06,0.002
"httpwwwgoldhavencomissuetwohtm",1,7.22663448405443e-06,0.002
"httpwwwstategovwwwglobalnarcoticslawnarcreportindexhtml",1,7.22663448405443e-06,0.002
"httpwwwstategovwwwglobalnarcoticslawnarcreportmlintrohtml",1,7.22663448405443e-06,0.002
"httpwwwyokwenetmboardnewsinfothreadcgicf",1,7.22663448405443e-06,0.002
"hunters",1,7.22663448405443e-06,0.002
"huntsville",1,7.22663448405443e-06,0.002
"ideals",1,7.22663448405443e-06,0.002
"identical",3,2.16799034521633e-05,0.006
"ignorance",4,2.89065379362177e-05,0.004
"ignorant",1,7.22663448405443e-06,0.002
"ignore",4,2.89065379362177e-05,0.008
"ignores",1,7.22663448405443e-06,0.002
"illegality",4,2.89065379362177e-05,0.002
"illegally",1,7.22663448405443e-06,0.002
"imaginations",1,7.22663448405443e-06,0.002
"immoral",1,7.22663448405443e-06,0.002
"impact",5,3.61331724202722e-05,0.004
"impanel",1,7.22663448405443e-06,0.002
"imperatives",1,7.22663448405443e-06,0.002
"imperialistic",1,7.22663448405443e-06,0.002
"implausible",1,7.22663448405443e-06,0.002
